Cluster_KMeans,popularity_songs,duration_ms,explicit,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,followers,popularity_artists,key_0,key_1,key_2,key_3,key_4,key_5,key_6,key_7,key_8,key_9,key_10,key_11,mode_0,mode_1,time_signature_0,time_signature_1,time_signature_3,time_signature_4,time_signature_5
0,-0.5087426556620797,0.1412159861538311,-0.16570666613996823,-0.6055979098209231,-0.9492480385049877,-0.6558017957416011,-0.35189888568540495,0.8906659059137179,0.37049342768218974,-0.18774746233531123,-0.5351772471640683,-0.17154327904754196,-0.12673536323592705,-0.4958351784326401,0.13561665357423408,0.05077769049489395,0.1213197172034564,0.05058915946582875,0.083299293008641,0.10520031421838177,0.042388059701492536,0.12615868028279653,0.056810683424980364,0.10630007855459545,0.06941084053417125,0.052128829536527886,0.31695208169677924,0.6830479183032208,0.0025765907305577377,0.015616653574234092,0.18375490966221525,0.7720974076983503,0.025954438334642577
1,0.22278525810197097,-1.7456040392087708,-0.14870216420779903,0.4835856654575032,-0.2633582997103486,-0.6112898337613915,2.351688940195292,0.31151907668635764,-0.358029393055199,1.11762568973856,0.03354980280995392,-0.5515307349954375,0.08472773911992387,1.4931425732172452,0.11395101171458999,0.16203817481772753,0.09846809207831572,0.021954616203817483,0.034324567870893746,0.10223642172523961,0.07118866224297535,0.10174490046694519,0.08790038502498566,0.06438928483656918,0.06766609322519866,0.07413778979274187,0.34914393380847053,0.6508560661915295,0.0002457606291472106,0.07561235356762513,0.33808470549684605,0.441468010158106,0.14458917014827558
2,0.2600365866382573,0.3245707894465109,0.13683663678002303,0.25808364562901576,0.6452009186369166,0.5469145285243079,-0.33795743376172016,-0.6205608691210195,-0.14323884827643796,-0.14801262051572855,0.32086619917180526,0.23534215882206946,0.057891736773409294,-0.0472316733451241,0.12836598783901168,0.07180774056558248,0.11278834089373613,0.02594344175272657,0.08836984847022489,0.08300357108387221,0.054492809574365406,0.12952417720297268,0.04847022488176817,0.120683331724737,0.06038027217450053,0.07617025383650226,0.3740758614033394,0.6259241385966605,0.0,0.0029533828781005693,0.040922690859955604,0.9499855226329504,0.006138403628993341
